,c1_rank,c2_rank,c3_rank,c4_rank,c5_rank,c1_suit,c2_suit,c3_suit,c4_suit,c5_suit,class,s_pos,s_rank,s_suit,s_class,outcome
73342,13,10,7,5,3,4,3,2,2,1,9,5,10,1,8,0
73343,3,3,11,8,6,3,2,4,1,1,8,4,13,2,9,1
73344,10,10,6,6,9,3,1,4,2,4,7,5,13,3,8,1
73345,13,12,10,8,5,2,4,2,3,4,9,3,3,2,9,1
73346,7,7,12,8,6,4,3,2,2,3,8,4,9,3,8,0
73347,14,14,8,5,2,4,3,4,3,4,8,5,3,3,8,1
73348,14,12,5,4,3,1,3,1,4,3,9,3,11,1,9,0
73349,14,12,7,6,2,2,1,1,4,4,9,4,13,3,9,0
73350,13,10,8,6,2,1,4,2,1,1,9,4,4,2,9,1
73351,5,5,9,7,3,3,2,2,2,1,8,5,10,2,8,0
73352,12,6,5,4,2,1,1,3,4,4,9,5,13,2,9,0
73353,9,9,11,10,8,3,2,3,4,1,8,5,7,1,8,1
73354,2,2,11,9,4,3,1,1,1,1,8,4,11,4,8,0
73355,14,12,11,4,3,3,3,2,2,4,9,4,5,4,9,0
73356,5,5,11,10,9,2,4,2,4,1,8,3,5,1,8,0
73357,13,13,4,4,3,2,4,3,2,3,7,5,7,1,8,1
73358,14,12,11,10,8,3,2,1,1,2,9,5,7,2,9,1
73359,14,9,8,6,5,1,3,4,4,3,9,5,11,4,9,0
73360,4,4,9,6,5,1,4,2,1,3,8,4,5,2,8,0
73361,12,11,8,6,2,2,4,2,3,3,9,4,10,1,9,0
73362,3,3,11,7,5,4,1,2,4,4,8,3,2,1,8,1
73363,14,14,10,8,2,4,3,4,4,2,8,1,6,4,8,1
73364,14,11,10,8,6,4,1,3,4,2,9,3,7,4,9,0
73365,9,9,10,7,6,3,1,1,3,4,8,1,13,3,8,0
73366,14,7,5,4,3,3,2,4,3,3,9,5,14,1,8,0
73367,13,12,11,8,3,2,2,2,1,4,9,4,11,3,8,0
73368,14,9,8,5,3,2,1,3,1,1,9,5,13,3,9,0
73369,8,7,5,4,3,4,4,2,4,2,9,4,6,2,5,0
73370,12,12,14,9,4,2,1,1,2,1,8,4,7,1,9,1
73371,14,13,6,5,3,4,2,4,3,3,9,2,11,3,9,0
73372,5,5,13,12,6,4,1,4,4,4,8,4,4,1,9,1
73373,14,13,8,7,2,2,1,2,3,3,9,5,11,1,9,0
73374,14,12,4,3,2,4,3,2,4,4,9,2,12,2,8,0
73375,13,11,10,9,7,3,4,3,1,1,9,4,5,3,9,1
73376,13,12,7,6,3,1,4,4,3,2,9,3,7,2,8,0
73377,11,6,5,4,3,3,2,2,3,3,9,2,2,3,9,1
73378,14,11,10,9,6,4,4,3,2,1,9,5,5,4,9,1
73379,10,10,14,7,4,2,1,3,1,4,8,4,9,1,8,0
73380,13,10,5,3,2,4,3,2,3,1,9,4,12,1,9,0
73381,9,9,14,5,4,1,2,1,4,3,8,5,9,3,6,0
73382,12,11,10,4,2,4,1,4,4,2,9,3,6,2,9,1
73383,14,8,7,6,4,4,4,1,4,1,9,4,11,4,9,0
73384,9,9,11,8,6,1,3,1,3,4,8,3,6,3,8,1
73385,10,10,9,8,4,1,3,4,1,2,8,4,12,2,9,1
73386,3,3,14,13,4,3,4,3,3,3,8,4,2,2,9,1
73387,12,11,8,6,4,4,2,4,2,1,9,3,14,1,9,0
73388,14,14,3,3,6,4,1,3,4,1,7,5,5,2,7,1
73389,10,8,7,4,2,3,3,3,2,2,9,3,7,2,8,0
73390,13,13,12,11,9,2,1,1,4,3,8,4,8,4,8,1
73391,10,10,12,5,2,4,1,3,4,1,8,4,9,2,8,0
73392,14,13,6,3,2,3,1,2,4,3,9,3,3,3,8,0
73393,14,13,8,4,3,2,3,3,3,2,9,5,10,3,9,1
73394,14,13,12,7,5,1,2,2,1,3,9,2,2,1,9,1
73395,12,11,8,6,2,1,1,4,3,2,9,2,14,4,9,0
73396,10,10,9,8,7,1,2,4,2,4,8,5,13,3,9,1
73397,4,4,9,6,5,1,2,2,2,1,8,3,11,3,8,0
73398,3,3,14,12,2,2,3,1,3,1,8,5,6,3,9,1
73399,5,5,13,12,4,3,2,4,1,4,8,4,9,3,8,1
73400,14,11,6,5,3,3,4,2,2,1,9,3,8,2,9,1
73401,14,12,7,6,4,1,4,3,1,4,9,5,7,2,8,0
73402,12,10,8,7,2,1,1,4,1,1,9,5,13,3,9,0
73403,14,11,8,7,3,4,3,3,4,2,9,5,2,2,9,1
73404,8,8,13,4,3,2,1,3,2,3,8,1,7,4,9,1
73405,12,11,10,7,3,2,3,1,2,4,9,4,9,3,9,0
73406,12,9,5,3,2,1,4,4,1,4,9,4,9,1,8,0
73407,4,4,14,8,5,3,4,4,3,2,8,3,10,3,8,0
73408,6,6,3,3,14,3,2,2,4,3,7,5,14,2,7,0
73409,10,10,13,12,8,3,2,1,1,4,8,5,12,3,7,0
73410,10,9,6,4,2,4,3,4,2,1,9,5,3,3,9,1
73411,5,5,12,9,7,2,4,2,1,2,8,3,13,3,8,0
73412,8,8,7,6,2,2,3,3,4,1,8,3,10,3,8,0
73413,13,12,7,5,3,2,1,1,1,1,9,2,6,3,9,1
73414,6,6,9,8,5,1,2,4,4,4,8,3,11,2,9,1
73415,9,9,14,10,4,1,2,4,1,4,8,3,13,4,8,0
73416,8,8,9,5,2,4,2,4,3,4,8,4,13,2,8,0
73417,14,12,11,5,4,2,3,3,1,1,9,5,8,3,9,0
73418,14,12,7,5,3,3,1,3,2,4,9,5,7,2,9,0
73419,6,6,6,14,7,2,3,1,1,1,6,5,9,2,8,1
73420,10,8,5,3,2,4,1,2,3,4,9,2,10,1,8,0
73421,14,14,11,9,7,2,3,2,3,1,8,1,12,4,9,1
73422,14,13,12,8,4,1,4,2,4,1,9,2,4,4,8,0
73423,12,8,6,5,3,1,3,3,3,4,9,1,6,2,8,0
73424,11,11,6,4,2,3,1,4,1,1,8,4,13,3,8,0
73425,2,2,14,6,3,2,3,2,2,1,8,3,14,3,8,0
73426,14,12,11,4,3,4,2,2,2,2,9,4,10,3,9,0
73427,12,11,10,9,4,4,4,2,2,3,9,2,4,4,8,0
73428,9,7,6,5,4,2,2,2,3,2,9,3,6,3,8,0
73429,9,9,14,13,11,4,1,4,2,3,8,3,14,2,7,0
73430,3,3,12,4,2,2,4,3,4,3,8,2,11,1,9,1
73431,13,13,12,5,2,1,4,4,2,4,8,4,2,1,7,0
73432,13,11,9,8,7,3,3,4,1,4,9,2,5,3,9,1
73433,14,9,8,4,2,3,2,3,1,4,9,1,11,2,9,0
73434,14,6,5,4,3,1,1,1,3,4,9,3,9,3,9,0
73435,11,10,8,7,2,4,3,2,3,3,9,2,14,4,9,0
73436,4,4,8,6,3,4,2,1,4,1,8,5,7,3,9,1
73437,14,9,8,6,2,2,4,4,2,2,9,2,7,1,9,0
73438,12,12,10,6,2,3,1,4,1,4,8,4,10,3,7,0
73439,9,9,7,5,3,3,2,4,3,3,8,3,8,2,9,1
73440,2,2,12,11,3,1,4,4,1,2,8,2,5,4,8,1
73441,14,13,9,4,3,1,1,4,1,4,9,2,7,4,9,1
73442,14,14,13,12,5,2,3,3,3,1,8,5,3,3,8,1
73443,11,10,7,5,2,2,2,1,3,2,9,3,7,2,9,0
73444,10,10,11,8,2,2,1,4,2,2,8,3,4,3,8,1
73445,11,11,14,8,3,2,1,2,1,1,8,3,12,4,9,1
73446,5,5,12,7,4,4,3,2,2,4,8,4,14,3,8,0
73447,13,13,11,6,2,1,4,3,2,1,8,5,7,3,8,0
73448,9,8,7,6,5,4,1,4,2,2,5,5,11,1,9,1
73449,7,7,12,3,2,3,1,4,4,1,8,3,12,1,8,0
73450,13,10,6,4,2,2,2,3,4,3,9,3,11,4,9,1
73451,11,11,8,4,2,3,2,3,2,4,8,5,5,1,9,1
73452,10,10,12,4,2,2,1,3,2,1,8,3,10,4,6,0
73453,14,11,8,7,5,3,1,2,1,4,9,5,9,2,9,0
73454,11,11,8,7,5,2,3,4,3,3,8,4,5,1,8,1
73455,14,13,8,6,3,1,2,1,2,2,9,2,12,2,9,0
73456,11,8,6,5,3,2,4,4,2,2,9,2,3,1,8,0
73457,10,8,6,5,2,1,2,1,3,3,9,1,9,3,9,0
73458,12,12,13,10,3,4,3,1,3,4,8,4,6,2,8,1
73459,14,14,13,3,2,1,4,2,3,2,8,5,8,1,8,0
73460,14,13,12,3,2,4,2,2,1,3,9,1,13,1,8,0
73461,7,7,10,6,4,4,3,1,4,1,8,3,9,3,8,0
73462,3,3,10,5,2,3,2,3,3,4,8,3,5,1,7,0
73463,14,13,12,10,2,3,3,3,4,2,9,3,14,2,8,0
73464,11,11,4,4,2,3,1,2,1,1,7,5,2,3,7,1
73465,13,10,9,8,3,2,2,1,2,3,9,4,3,2,8,0
73466,7,7,14,9,6,1,4,4,2,2,8,3,5,4,9,1
73467,10,10,9,3,2,1,3,4,4,4,8,3,9,3,8,1
73468,10,10,14,13,2,1,2,2,1,4,8,1,11,2,8,1
73469,14,14,11,10,7,3,1,1,3,2,8,4,12,4,8,0
73470,12,11,6,4,2,3,3,4,2,2,9,5,7,3,9,0
73471,5,5,10,4,3,3,1,4,3,3,8,2,7,4,8,1
73472,13,12,11,6,5,2,1,4,3,4,9,4,4,3,9,1
73473,14,10,9,8,4,4,1,1,3,2,9,5,2,4,9,1
73474,7,7,12,9,3,3,4,2,4,2,8,5,7,2,6,0
73475,14,12,11,8,5,2,4,2,4,3,9,5,10,2,9,1
73476,12,12,9,9,11,3,4,3,2,3,7,5,4,4,8,1
73477,5,5,13,12,2,2,3,1,1,1,8,4,7,3,9,1
73478,13,12,10,9,2,2,2,2,4,4,9,2,11,2,9,1
73479,8,7,6,4,2,3,2,3,2,3,9,3,7,1,8,0
73480,11,10,8,4,2,1,4,3,4,1,9,5,13,3,9,0
73481,14,13,7,5,3,2,4,3,4,3,9,1,8,4,9,1
73482,6,6,12,7,2,1,3,3,1,4,8,4,4,1,9,1
73483,12,11,9,7,2,4,4,3,4,3,9,5,12,1,8,0
73484,11,10,6,4,3,2,1,1,2,1,9,5,5,2,9,1
73485,12,12,10,10,11,3,2,2,4,3,7,5,10,3,3,0
73486,14,9,8,7,3,1,3,2,3,4,9,5,2,2,9,1
73487,13,7,5,4,2,1,1,4,1,4,9,3,6,4,9,0
73488,14,12,7,5,4,3,2,1,3,2,9,5,7,2,9,0
73489,14,10,9,8,2,4,1,3,1,2,9,4,3,2,9,1
73490,12,11,8,7,2,3,4,3,4,4,9,1,3,4,9,0
73491,12,11,5,4,3,4,2,4,1,1,9,5,9,1,9,0
73492,8,8,14,5,2,4,1,2,2,3,8,3,13,4,8,0
73493,7,7,14,8,3,1,2,3,2,4,8,4,12,4,8,0
73494,6,6,14,10,2,1,4,4,1,2,8,5,10,4,8,0
73495,12,11,10,8,2,2,3,3,3,1,9,3,9,4,9,1
73496,10,10,14,8,5,1,2,4,4,3,8,4,10,3,6,0
73497,4,4,13,6,3,1,2,4,1,1,8,5,7,2,8,0
73498,13,9,7,5,3,2,4,1,2,4,9,3,4,4,9,0
73499,9,9,11,6,3,3,2,2,3,2,8,4,9,1,8,0
73500,14,10,9,7,3,2,1,4,2,1,9,2,3,3,8,0
73501,6,6,11,8,3,2,4,4,4,4,8,4,6,1,6,0
73502,11,10,9,7,4,3,3,3,4,2,9,5,5,3,9,1
73503,13,11,9,7,2,4,1,1,1,3,9,2,8,2,9,0
73504,10,8,5,4,2,3,2,2,1,1,9,4,7,4,9,0
73505,7,7,9,8,5,2,1,2,1,1,8,3,9,1,8,0
73506,11,11,14,10,6,1,2,3,1,4,8,3,10,4,7,0
73507,14,13,12,9,2,2,2,4,3,2,9,5,3,3,9,1
73508,14,8,5,4,3,4,4,4,2,4,9,3,8,1,8,0
73509,10,9,6,4,3,2,3,1,1,3,9,5,8,3,9,0
73510,7,7,13,12,6,3,2,4,1,4,8,4,14,3,8,0
73511,2,2,13,11,10,2,1,2,4,3,8,5,12,2,9,1
73512,14,11,10,8,6,4,4,1,1,4,9,4,3,1,9,1
73513,9,9,13,11,3,1,2,1,2,4,8,5,9,4,6,0
73514,5,5,4,4,11,4,2,2,4,3,7,5,10,4,7,1
73515,4,4,8,6,3,1,3,3,3,3,8,3,7,4,9,1
73516,14,14,8,7,2,4,3,2,3,3,8,3,6,2,8,0
73517,14,12,11,10,8,2,3,4,3,1,9,5,10,4,9,0
73518,13,11,9,7,4,3,1,1,4,3,9,4,7,1,8,0
73519,12,10,5,3,2,4,1,4,4,1,9,3,6,3,9,0
73520,10,9,7,6,4,1,2,4,4,1,9,4,11,3,9,0
73521,2,2,14,8,3,3,1,1,3,1,8,5,9,4,9,1
73522,12,10,8,7,2,1,2,1,3,2,9,1,10,3,8,0
73523,5,5,13,11,4,2,3,1,4,4,8,4,12,4,8,0
73524,12,10,8,6,4,1,3,4,3,1,9,3,13,2,9,0
73525,14,11,8,7,3,4,3,3,2,3,9,1,4,4,9,1
73526,13,12,9,7,5,4,3,1,1,4,9,3,12,4,8,0
73527,14,12,5,4,2,2,2,2,3,4,9,5,4,2,8,0
73528,12,10,6,5,3,3,4,4,2,3,9,2,7,4,9,1
73529,5,5,9,7,2,4,3,4,1,1,8,5,13,3,9,1
73530,14,13,10,9,4,2,1,3,2,2,9,4,13,4,9,0
73531,2,2,13,9,8,3,2,2,1,1,8,5,3,2,9,1
73532,13,12,8,4,2,3,3,2,4,4,9,5,6,1,9,0
73533,5,5,13,11,6,1,3,1,2,3,8,5,2,3,8,1
73534,12,8,7,4,3,1,1,2,1,4,9,2,10,4,9,0
73535,12,9,5,3,2,4,2,2,3,2,9,4,10,1,9,0
73536,14,13,11,8,6,1,1,4,2,3,9,3,9,2,9,0
73537,7,7,14,13,6,4,3,4,4,1,8,3,3,2,9,1
73538,12,12,11,6,4,1,3,2,2,3,8,5,13,3,8,0
73539,5,5,7,6,4,4,3,1,4,2,8,4,3,1,5,0
73540,6,6,5,4,3,3,1,3,3,4,8,4,9,4,8,0
73541,2,2,14,8,7,3,2,3,4,1,8,4,9,2,9,1
73542,12,12,12,8,4,4,2,3,1,2,6,4,11,2,8,1
73543,13,13,13,11,11,3,2,1,3,4,3,0,5,2,3,0
73544,11,10,7,5,2,3,4,2,4,2,9,5,12,1,9,0
73545,13,8,7,6,3,3,1,3,2,1,9,3,2,4,9,1
73546,12,10,9,7,3,3,2,4,4,3,9,5,12,2,8,0
73547,13,8,4,3,2,4,4,1,2,1,9,5,5,3,9,0
73548,14,14,11,7,6,2,4,1,2,1,8,3,3,3,9,1
73549,13,11,8,4,2,4,4,1,4,1,9,4,10,2,9,1
73550,5,5,9,8,4,1,3,4,4,2,8,5,2,2,8,1
73551,12,11,7,6,4,3,2,1,3,1,9,5,10,1,9,1
73552,2,2,14,13,11,3,1,2,1,4,8,4,10,2,8,1
73553,9,9,12,5,4,4,3,4,2,3,8,3,12,1,8,0
73554,11,8,7,6,2,2,3,4,3,4,9,4,13,4,9,0
73555,14,14,5,4,3,1,3,1,4,4,8,4,12,2,9,1
73556,14,12,8,6,3,3,1,4,1,4,9,2,5,4,9,1
73557,11,11,12,10,4,2,4,2,4,3,8,4,3,1,8,1
73558,10,9,8,7,2,1,1,3,2,2,9,5,9,2,8,0
73559,13,9,8,5,2,4,3,1,1,1,9,5,6,2,9,1
73560,14,14,10,4,2,4,2,3,3,3,8,4,6,1,8,0
73561,13,11,4,3,2,1,4,4,2,4,9,3,9,1,9,1
73562,14,14,13,12,11,1,3,4,4,2,8,5,3,1,9,1
73563,12,10,7,6,4,3,1,2,4,1,9,4,13,3,9,0
73564,12,9,6,4,2,4,3,2,3,2,9,2,13,1,9,0
73565,3,3,14,11,8,3,1,1,3,2,8,4,14,3,8,0
73566,6,6,9,8,2,1,3,4,3,1,8,5,4,4,9,1
73567,14,12,11,10,2,2,1,2,1,4,9,5,11,4,8,0
73568,14,6,5,4,3,4,1,3,4,4,9,3,5,4,8,0
73569,14,12,10,9,4,3,4,2,1,2,9,5,9,4,8,0
73570,8,8,14,7,2,4,1,2,4,4,8,5,11,3,8,0
73571,12,11,10,9,4,2,4,3,2,1,9,3,12,3,9,0
73572,14,12,11,9,7,3,1,3,1,2,9,3,6,2,9,1
73573,14,13,12,8,7,2,2,2,2,3,9,2,12,3,8,0
73574,5,5,14,13,2,3,4,1,4,3,8,5,10,2,8,1
73575,13,11,7,6,5,1,2,1,1,1,9,5,6,4,8,0
73576,12,11,7,5,3,2,4,4,1,2,9,3,6,4,9,0
73577,9,9,6,5,2,2,4,1,4,1,8,3,6,2,7,0
73578,10,9,8,5,2,2,1,4,2,2,9,3,8,1,9,0
73579,13,8,5,4,3,2,3,3,2,1,9,4,3,3,8,0
73580,12,11,9,8,4,3,2,1,2,2,9,2,7,3,9,1
73581,13,13,14,9,2,3,2,1,4,2,8,4,12,1,9,1
73582,13,9,7,6,4,1,2,2,3,4,9,3,9,3,8,0
73583,14,8,6,4,3,4,1,4,3,3,9,5,2,3,9,1
73584,11,8,7,6,4,2,1,2,4,4,9,4,8,3,8,0
73585,13,11,10,7,2,1,3,2,4,4,9,3,14,1,9,0
73586,14,9,8,5,3,4,4,2,3,1,9,4,11,1,9,1
73587,13,13,12,9,7,2,4,4,3,1,8,5,2,1,8,1
73588,7,7,14,5,3,4,2,3,4,3,8,5,5,1,7,0
73589,12,10,6,5,2,3,3,1,3,2,9,5,6,2,8,0
73590,7,7,9,8,4,1,3,4,4,1,8,3,3,1,9,1
73591,13,11,6,5,2,1,4,3,2,3,9,1,12,4,9,0
73592,8,8,5,5,13,2,3,1,3,3,7,5,3,2,7,1
73593,14,11,10,4,2,2,3,4,1,2,9,3,3,1,9,0
73594,9,9,10,7,2,1,2,3,2,3,8,3,5,2,8,0
73595,11,10,5,4,2,1,2,4,4,4,9,5,14,1,9,0
73596,2,2,13,11,8,4,3,2,1,2,8,5,6,1,8,1
73597,14,12,8,6,3,1,3,4,4,1,9,2,3,4,8,0
73598,14,13,10,9,2,4,4,4,1,1,9,5,10,3,8,0
73599,14,7,6,4,3,3,2,3,1,3,9,5,11,2,9,0
73600,8,8,3,3,11,2,1,1,2,1,7,5,5,3,7,1
73601,12,9,7,6,2,3,2,1,3,3,9,3,6,1,8,0
73602,14,14,12,3,2,3,1,1,4,1,8,4,14,2,6,0
73603,12,12,11,11,10,2,4,3,2,3,7,5,10,1,7,1
73604,7,7,11,9,8,1,3,2,3,1,8,4,10,3,8,0
73605,8,8,12,6,2,2,3,1,4,1,8,3,13,2,8,0
73606,3,3,9,8,5,4,2,1,4,3,8,4,9,2,8,0
73607,2,2,14,12,10,4,3,4,2,1,8,4,3,3,8,1
73608,14,13,11,6,3,4,1,1,3,1,9,2,11,4,8,0
73609,8,8,14,11,4,1,3,1,2,3,8,4,10,3,8,0
73610,11,10,8,5,3,3,2,4,1,3,9,4,6,4,9,1
73611,7,7,13,6,2,2,1,4,1,2,8,5,9,4,8,0
73612,12,6,5,4,2,4,1,3,4,1,9,2,10,1,9,0
73613,14,9,8,7,3,2,2,1,2,4,9,5,12,2,9,0
73614,11,11,4,4,5,2,3,2,3,4,7,5,12,1,8,1
73615,13,10,6,3,2,3,2,4,2,2,9,5,9,3,9,1
73616,12,12,9,6,2,3,1,3,2,4,8,5,14,3,8,0
73617,11,10,6,4,3,2,4,1,3,1,9,3,5,1,9,0
73618,13,13,14,7,4,4,3,1,3,2,8,3,7,1,7,0
73619,12,11,8,5,3,4,3,2,3,3,9,3,8,3,8,0
73620,14,13,5,3,2,2,2,1,4,1,9,3,12,4,9,0
73621,14,13,10,9,8,1,1,3,2,3,9,5,6,1,9,1
73622,12,11,9,8,3,2,3,3,2,1,9,5,11,4,8,0
73623,14,8,4,3,2,4,4,3,3,4,9,1,13,3,9,0
73624,13,12,9,4,3,1,3,1,2,1,9,5,5,4,9,1
73625,6,6,3,3,8,4,3,3,2,3,7,5,11,4,7,0
73626,11,11,13,10,2,1,3,2,3,4,8,5,12,4,9,1
73627,8,7,5,4,3,1,1,3,4,4,9,4,12,2,9,0
73628,5,5,14,11,8,2,4,2,2,3,8,3,12,4,8,0
73629,6,6,11,10,8,2,4,3,4,2,8,3,3,2,9,1
73630,9,8,7,6,4,1,4,3,1,3,9,2,14,1,9,0
73631,9,7,6,4,3,3,2,3,2,4,9,5,2,3,9,1
73632,14,11,8,6,5,1,3,1,3,3,9,5,13,1,9,0
73633,13,12,11,8,7,4,4,2,3,1,9,4,8,4,8,0
73634,5,5,14,13,10,4,2,2,3,1,8,3,2,4,9,1
73635,4,4,11,7,6,1,2,4,3,2,8,4,7,4,8,0
73636,14,14,10,8,7,4,1,2,2,3,8,3,10,3,8,1
73637,14,12,9,3,2,3,3,4,3,3,9,2,4,3,9,0
73638,13,8,6,4,3,1,4,1,1,1,9,4,4,2,8,0
73639,13,11,8,7,3,4,3,1,2,4,9,5,11,2,8,0
73640,10,10,4,4,7,3,2,2,4,1,7,5,3,2,8,1
73641,6,6,14,10,3,3,2,4,4,3,8,5,14,1,8,0
73642,8,8,7,7,13,3,2,2,3,2,7,5,11,3,8,1
73643,13,13,12,6,4,1,3,2,1,3,8,3,7,4,9,1
73644,8,8,10,5,2,1,3,1,4,2,8,5,14,4,9,1
73645,14,13,12,8,4,2,2,1,2,2,9,2,5,1,9,1
73646,6,6,14,5,2,3,4,3,3,4,8,5,13,1,9,1
73647,3,3,14,8,6,3,2,1,4,2,8,4,3,4,8,0
73648,14,14,11,10,2,1,2,1,2,3,8,3,6,2,9,1
73649,4,4,4,13,3,4,1,2,3,3,6,4,9,4,8,1
73650,9,6,5,3,2,3,1,3,2,2,9,1,8,1,9,1
73651,13,11,8,7,2,1,2,2,2,1,9,3,6,4,9,1
73652,13,11,9,3,2,1,3,1,2,2,9,5,6,4,9,1
73653,14,13,12,11,8,2,4,4,4,1,9,3,5,1,9,1
73654,8,8,12,9,5,3,2,1,3,3,8,3,7,1,8,0
73655,10,10,6,5,4,4,1,3,4,1,8,5,13,2,9,1
73656,13,11,10,4,2,3,4,4,4,4,9,4,7,1,9,1
73657,13,11,7,6,2,2,3,4,3,2,9,4,8,2,9,0
73658,7,7,9,3,2,2,3,3,3,3,8,3,10,3,8,0
73659,14,14,9,6,5,4,1,4,4,2,8,3,8,4,8,0
73660,5,5,10,3,2,4,1,3,3,3,8,2,8,4,9,1
73661,14,14,9,8,2,1,3,1,2,2,8,4,6,2,9,1
73662,13,12,9,6,5,4,4,3,3,3,9,5,3,2,9,1
73663,14,12,7,6,3,2,1,3,4,1,9,3,10,2,9,1
73664,13,11,8,6,4,3,2,2,4,2,9,1,8,1,8,0
73665,11,9,8,6,5,3,2,4,3,4,9,5,2,1,9,1
73666,12,10,6,5,4,3,1,2,1,4,9,2,5,3,9,0
73667,7,7,12,10,2,3,4,1,2,2,8,4,5,2,8,0
73668,14,14,12,11,8,1,3,2,1,1,8,3,13,1,8,0
73669,12,11,9,4,3,1,4,4,1,1,9,3,6,3,9,1
73670,13,11,7,6,2,2,2,1,2,1,9,3,12,4,9,0
73671,11,10,8,7,3,3,2,2,3,2,9,3,3,3,8,0
73672,13,8,7,6,5,3,3,1,4,2,9,3,2,3,9,1
73673,7,7,11,10,3,3,2,1,2,2,8,5,9,4,9,1
73674,4,4,12,10,5,2,3,2,3,4,8,4,3,4,8,1
73675,9,9,11,4,3,1,2,4,1,3,8,3,6,1,9,1
73676,13,12,11,6,3,4,3,3,2,1,9,2,7,4,9,0
73677,14,14,9,7,3,2,3,3,2,2,8,5,2,1,9,1
73678,5,5,8,7,4,3,1,3,1,4,8,3,10,3,9,1
73679,10,10,4,3,2,1,2,1,4,2,8,4,12,1,8,0
73680,14,13,11,10,6,2,1,4,4,4,9,5,12,4,9,0
73681,5,5,11,10,8,2,1,1,2,4,8,3,2,3,8,1
73682,9,9,14,8,6,1,4,1,3,1,8,4,12,3,8,0
73683,4,4,13,12,2,2,1,3,2,1,8,5,12,1,8,0
73684,13,13,13,14,8,4,2,3,3,1,6,4,8,2,7,1
73685,12,12,10,7,2,3,1,4,4,4,8,3,6,1,9,1
73686,9,9,7,3,2,2,3,3,4,2,8,3,4,3,9,1
73687,14,11,8,5,3,1,2,4,4,3,9,4,7,2,9,0
73688,14,11,9,5,2,2,4,1,1,4,9,3,3,3,9,1
73689,10,10,14,12,4,4,3,4,4,1,8,3,3,2,8,1
73690,7,7,14,13,9,4,2,3,3,4,8,2,14,1,8,0
73691,5,5,11,7,6,4,3,1,1,1,8,4,8,1,8,0
73692,9,9,7,4,3,4,3,3,3,4,8,3,13,4,9,1
73693,13,11,10,7,4,1,3,2,2,1,9,4,10,4,8,0
73694,2,2,12,6,3,3,4,3,4,2,8,4,11,1,9,1
73695,11,9,6,4,3,4,1,3,4,3,9,2,11,2,8,0
73696,2,2,13,11,7,3,1,4,4,2,8,4,12,3,8,0
73697,14,13,11,5,4,4,2,1,1,2,9,4,12,2,9,1
73698,13,10,8,7,3,1,1,1,4,1,9,2,5,2,9,1
73699,5,5,14,10,7,4,3,2,3,3,8,4,6,4,9,1
73700,13,13,8,8,10,3,1,1,2,3,7,5,11,2,8,1
73701,3,3,11,10,5,1,4,4,4,3,8,5,3,3,8,0
73702,11,11,8,8,5,1,3,4,3,2,7,5,2,1,8,1
73703,2,2,7,6,4,3,4,1,3,2,8,3,14,1,8,0
73704,13,11,8,6,5,1,3,1,1,1,9,3,12,2,9,0
73705,14,12,11,9,3,4,4,2,2,2,9,4,3,4,8,0
73706,9,9,8,7,2,4,1,2,1,2,8,5,5,2,8,1
73707,10,9,6,3,2,4,3,2,3,1,9,4,4,1,9,1
73708,7,7,13,11,6,3,2,1,2,2,8,5,5,2,9,1
73709,14,13,10,5,2,1,2,4,3,2,9,3,13,4,8,0
73710,11,11,10,9,8,3,4,2,4,3,8,3,9,2,8,1
73711,7,7,13,6,3,1,4,3,4,3,8,4,14,3,8,0
73712,7,7,11,10,3,2,1,3,2,3,8,4,10,4,8,0
73713,8,7,5,4,2,3,3,4,3,1,9,4,5,3,8,0
73714,2,2,10,6,4,2,3,3,2,4,8,5,10,1,7,0
73715,13,8,7,6,5,3,2,4,3,1,9,5,12,3,9,0
73716,9,9,7,5,3,2,3,2,3,2,8,3,11,4,8,0
73717,2,2,12,7,5,3,1,1,3,1,8,4,7,1,8,0
73718,13,13,14,11,6,3,4,4,1,1,8,3,11,3,8,1
73719,12,12,14,8,4,4,2,3,3,4,8,5,8,1,8,0
73720,14,13,9,7,6,1,1,4,4,1,9,5,9,1,9,0
73721,6,6,5,5,10,4,3,3,1,3,7,5,3,2,8,1
73722,8,8,13,5,2,3,4,4,4,4,8,4,4,3,9,1
73723,11,11,14,12,7,1,3,4,3,2,8,5,4,2,8,1
73724,14,9,7,6,5,1,1,2,1,1,9,3,5,4,8,0
73725,13,8,6,4,3,3,1,4,3,4,9,4,9,3,9,0
73726,12,12,4,3,2,3,2,1,1,1,8,3,14,2,9,1
73727,10,10,12,4,2,3,2,1,4,4,8,4,3,2,8,0
73728,5,5,10,8,6,4,1,4,4,1,8,5,13,4,8,0
73729,14,13,8,4,3,3,3,3,4,1,9,4,11,2,9,0
73730,7,7,14,10,6,3,1,2,1,2,8,3,8,2,8,0
73731,2,2,10,4,3,1,3,3,3,4,8,4,3,2,7,0
73732,5,5,11,8,6,4,1,1,1,2,8,4,2,1,8,1
73733,13,12,9,7,5,3,3,2,3,2,9,5,7,4,8,0
73734,14,14,11,10,3,4,3,4,4,1,8,4,12,4,9,1
73735,13,13,14,11,4,4,1,1,2,4,8,3,10,2,9,1
73736,9,8,7,5,2,2,4,3,3,2,9,4,4,3,9,1
73737,13,13,12,11,4,2,4,4,4,2,8,4,12,2,8,0
73738,9,7,6,3,2,4,2,1,1,1,9,3,9,3,8,0
